Title GSheet	Start Date	End Date	Author(s)	Display Genre	Type	Format	Pages	Hours	My Rating	Re-Read?	Book Club?	Technical?	Goodreads	Year Read	Start Month	End Month	Num Days Reading	Pages Per Day	Hours Per Day	Goodreads Rating	Full Title	Title	Subtitle	Year Published	Period Published	Num Reviews	Num Ratings	Num Five Stars	Num Four Stars	Num Three Stars	Num Two Stars	Num One Stars	Gender(s)	Num Authors	Author Gender	Rating Delta	Rating Delta Absolute	Read On Release?	1-Star Rating Percentage	5-Star Rating Percentage	Goodreads Rating Binned
Permanent Record	2020-01-02	2020-01-05	Edward Snowden	Biography	Non-Fiction	Physical	331.0		3.5	False	False	False	https://www.goodreads.com/book/show/46223297-permanent-record	2020	01-2020	01-2020	4	82.75		4.3	Permanent Record	Permanent Record	Permanent Record	2019	Contemporary (21st)	4795	51240	25053	18787	5758	1137	505	Male	1	Male	-0.7999999999999998	0.7999999999999998	True	0.9855581576893053	48.89344262295082	(4.25, 4.5]
Leviathan Wakes (The Expanse #1)	2020-01-05	2020-01-17	James S. A. Corey	Science Fiction	Fiction	Physical	560.0		4.0	False	False	False	https://www.goodreads.com/book/show/8855321-leviathan-wakes	2020	01-2020	01-2020	13	43.07692307692308		4.3	Leviathan Wakes	Leviathan Wakes	Leviathan Wakes	2011	Contemporary (21st)	17745	261547	124958	100238	28466	5615	2270	Male	1	Male	-0.2999999999999998	0.2999999999999998	False	0.8679128416689925	47.77649906135417	(4.25, 4.5]
The Strange Death of Europe	2020-01-18	2020-02-03	Douglas Murray	Politics	Non-Fiction	Kindle	321.0		3.0	False	False	False	https://www.goodreads.com/book/show/33584231-the-strange-death-of-europe	2020	01-2020	02-2020	17	18.88235294117647		4.13	The Strange Death of Europe: Immigration, Identity, Islam	The Strange Death of Europe	Immigration, Identity, Islam	2017	Contemporary (21st)	1114	10714	4843	3658	1376	456	381	Male	1	Male	-1.13	1.13	False	3.556094829195445	45.20253873436625	(4.0, 4.25]
Caliban's War (The Expanse, #2)	2020-02-04	2020-02-17	James S. A. Corey	Science Fiction	Fiction	Physical	595.0		4.0	False	False	False	https://www.goodreads.com/book/show/12591698-caliban-s-war	2020	02-2020	02-2020	14	42.5		4.38	Caliban's War	Caliban's War	Caliban's War	2012	Contemporary (21st)	8350	150645	73243	62678	13128	1278	318	Male	1	Male	-0.3799999999999999	0.3799999999999999	False	0.21109230309668425	48.61960237644794	(4.25, 4.5]
Sandworm	2020-02-06	2020-02-19	Andy Greenberg	Technology	Non-Fiction	Audible		12.0	3.0	False	False	False	https://www.goodreads.com/book/show/41436213-sandworm	2020	02-2020	02-2020	14		0.8571428571428571	4.37	Sandworm: A New Era of Cyberwar and the Hunt for the Kremlin's Most Dangerous Hackers	Sandworm	A New Era of Cyberwar and the Hunt for the Kremlin's Most Dangerous Hackers	2019	Contemporary (21st)	718	7687	3816	3004	750	91	26	Male	1	Male	-1.37	1.37	True	0.3382333810329127	49.64225315467672	(4.25, 4.5]
The Lean Startup	2020-02-18	2020-02-29	Eric Ries	Business	Non-Fiction	Physical	284.0		4.0	False	False	False	https://www.goodreads.com/book/show/10127019-the-lean-startup	2020	02-2020	02-2020	12	23.666666666666668		4.11	The Lean Startup	The Lean Startup	The Lean Startup	2011	Contemporary (21st)	4468	322053	146534	101452	49091	13524	11452	Male	1	Male	-0.11000000000000032	0.11000000000000032	False	3.5559364452434847	45.49996429159175	(4.0, 4.25]
Meditations	2020-02-19	2020-02-22	Marcus Aurelius	Philosophy	Non-Fiction	Physical	142.0		4.0	False	False	False	https://www.goodreads.com/book/show/30659.Meditations	2020	02-2020	02-2020	4	35.5		4.28	Meditations	Meditations	Meditations	180	Antiquity	13301	236695	123545	70069	31538	7924	3619	Male	1	Male	-0.28000000000000025	0.28000000000000025	False	1.5289718836477324	52.19586387545153	(4.25, 4.5]
The Establishment	2020-02-27	2020-03-25	Owen Jones	Politics	Non-Fiction	Audible		13.0	3.5	False	False	False	https://www.goodreads.com/book/show/23120225-the-establishment	2020	02-2020	03-2020	28		0.4642857142857143	4.11	The Establishment: And How They Get Away with It	The Establishment	And How They Get Away with It	2014	Contemporary (21st)	653	8480	3092	3676	1339	274	99	Male	1	Male	-0.6100000000000003	0.6100000000000003	False	1.167452830188679	36.4622641509434	(4.0, 4.25]
Why Nations Fail	2020-03-01	2020-03-28	Daron Acemoglu, James Robinson	Politics	Non-Fiction	Kindle	463.0		3.5	False	False	False	https://www.goodreads.com/book/show/12158480-why-nations-fail	2020	03-2020	03-2020	28	16.535714285714285		4.08	Why Nations Fail: The Origins of Power, Prosperity, and Poverty	Why Nations Fail	The Origins of Power, Prosperity, and Poverty	2012	Contemporary (21st)	4455	48959	18781	18899	8396	2182	701	Male, Male	2	Male	-0.5800000000000001	0.5800000000000001	False	1.4318102902428564	38.360669131313955	(4.0, 4.25]
World War Z	2020-03-29	2020-04-08	Max Brooks	Science Fiction	Fiction	Kindle	344.0		4.0	False	False	False	https://www.goodreads.com/book/show/8908.World_War_Z	2020	03-2020	04-2020	11	31.272727272727273		4.02	World War Z: An Oral History of the Zombie War	World War Z	An Oral History of the Zombie War	2006	Contemporary (21st)	29409	520737	200975	180288	98551	29210	11713	Male	1	Male	-0.019999999999999574	0.019999999999999574	False	2.2493120327535783	38.594338408832094	(4.0, 4.25]
The Pragmatic Programmer	2020-03-30	2020-04-19	Andy Hunt, Dave Thomas	Technology	Non-Fiction	Audible		10.0	3.0	False	False	True	https://www.goodreads.com/book/show/4099.The_Pragmatic_Programmer	2020	03-2020	04-2020	21		0.47619047619047616	4.33	The Pragmatic Programmer: From Journeyman to Master	The Pragmatic Programmer	From Journeyman to Master	1999	Contemporary (20th)	1351	21473	10779	7695	2445	438	116	Male, Male	2	Male	-1.33	1.33	False	0.5402132911097658	50.1979229730359	(4.25, 4.5]
Range	2020-04-09	2020-04-19	David Epstein	Miscellaneous	Non-Fiction	Physical	291.0		4.0	False	False	False	https://www.goodreads.com/book/show/41795733-range	2020	04-2020	04-2020	11	26.454545454545453		4.14	Range: Why Generalists Triumph in a Specialized World	Range	Why Generalists Triumph in a Specialized World	2019	Contemporary (21st)	6362	66079	26264	26154	10940	2055	666	Male	1	Male	-0.13999999999999968	0.13999999999999968	True	1.0078845018841085	39.74636420042676	(4.0, 4.25]
Dune	2020-04-20	2020-04-26	Frank Herbert	Science Fiction	Fiction	Physical	576.0		4.0	False	False	False	https://www.goodreads.com/book/show/25772375-dune	2020	04-2020	04-2020	7	82.28571428571429		4.26	Dune	Dune	Dune	1965	Contemporary (20th)	58719	1306260	674768	395376	166248	46805	23063	Male	1	Male	-0.2599999999999998	0.2599999999999998	False	1.7655750003827722	51.65648492643119	(4.25, 4.5]
Annihilation	2020-04-27	2020-04-29	Jeff Vandermeer	Science Fiction	Fiction	Physical	195.0		3.5	False	False	False	https://www.goodreads.com/book/show/36965054-annihilation	2020	04-2020	04-2020	3	65.0		3.76	Annihilation	Annihilation	Annihilation	2014	Contemporary (21st)	24868	226404	59182	84945	57487	19234	5556	Male	1	Male	-0.2599999999999998	0.2599999999999998	False	2.4540202469921026	26.139997526545468	(3.75, 4.0]
The Spy and the Traitor	2020-04-27	2020-05-06	Ben Macintyre	True Crime	Non-Fiction	Audible		14.5	5.0	False	False	False	https://www.goodreads.com/book/show/39321912-the-spy-and-the-traitor	2020	04-2020	05-2020	10		1.45	4.51	The Spy and the Traitor: The Greatest Espionage Story of the Cold War	The Spy and the Traitor	The Greatest Espionage Story of the Cold War	2018	Contemporary (21st)	5866	67004	41605	19908	4207	798	486	Male	1	Male	0.4900000000000002	0.4900000000000002	False	0.7253298310548624	62.09330786221719	(4.5, 4.75]
The Republic	2020-04-30	2020-05-20	Plato	Philosophy	Non-Fiction	Physical	390.0		2.5	False	False	False	https://www.goodreads.com/book/show/30289.The_Republic	2020	04-2020	05-2020	21	18.571428571428573		3.96	The Republic	The Republic	The Republic	-376	Antiquity	5440	202171	73097	68723	44363	11345	4643	Male	1	Male	-1.46	1.46	False	2.296570724782486	36.15602633414288	(3.75, 4.0]
Promise of Blood	2020-05-08	2020-05-29	Brian McClellan	Fantasy	Fiction	Kindle	538.0		3.5	False	False	False	https://www.goodreads.com/book/show/15790883-promise-of-blood	2020	05-2020	05-2020	22	24.454545454545453		4.14	Promise of Blood	Promise of Blood	Promise of Blood	2013	Contemporary (21st)	4068	55866	21903	23102	8109	2013	739	Male	1	Male	-0.6399999999999997	0.6399999999999997	False	1.3228081480685927	39.206315111158844	(4.0, 4.25]
The Goal	2020-05-13	2020-05-26	Eliyahu M. Goldratt	Business	Non-Fiction	Audible		11.0	3.5	False	False	True	https://www.goodreads.com/book/show/113934.The_Goal	2020	05-2020	05-2020	14		0.7857142857142857	4.08	The Goal: A Process of Ongoing Improvement	The Goal	A Process of Ongoing Improvement	1984	Contemporary (20th)	2991	74039	31582	24578	12226	3606	2047	Male	1	Male	-0.5800000000000001	0.5800000000000001	False	2.764759113440214	42.65589756749821	(4.0, 4.25]
The Mixer	2020-05-30	2020-06-06	Michael Cox	Miscellaneous	Non-Fiction	Physical	460.0		4.5	False	False	False	https://www.goodreads.com/book/show/34746655-the-mixer	2020	05-2020	06-2020	8	57.5		4.39	The Mixer: The Story of Premier League Tactics, from Route One to False Nines	The Mixer	The Story of Premier League Tactics, from Route One to False Nines	2017	Contemporary (21st)	318	4516	2272	1810	387	37	10	Male	1	Male	0.11000000000000032	0.11000000000000032	False	0.22143489813994688	50.31000885739593	(4.25, 4.5]
Mythos	2020-06-02	2020-06-20	Stephen Fry	Fantasy	Fiction	Audible		15.0	4.0	False	False	False	https://www.goodreads.com/book/show/35074096-mythos	2020	06-2020	06-2020	19		0.7894736842105263	4.26	Mythos: The Greek Myths Retold	Mythos	The Greek Myths Retold	2017	Contemporary (21st)	11497	121390	53006	50480	15412	2018	474	Male	1	Male	-0.2599999999999998	0.2599999999999998	False	0.3904769750391301	43.665870335282975	(4.25, 4.5]
The Big Short	2020-06-07	2020-06-09	Michael Lewis	Business	Non-Fiction	Kindle	268.0		4.5	False	False	False	https://www.goodreads.com/book/show/26889576-the-big-short	2020	06-2020	06-2020	3	89.33333333333333		4.3	The Big Short: Inside the Doomsday Machine	The Big Short	Inside the Doomsday Machine	2010	Contemporary (21st)	7796	159287	77455	58852	17643	3480	1857	Male	1	Male	0.20000000000000018	0.20000000000000018	False	1.165820186204775	48.62606490171828	(4.25, 4.5]
Principles	2020-06-10	2020-06-25	Ray Dalio	Business	Non-Fiction	Physical	544.0		4.5	False	False	False	https://www.goodreads.com/book/show/34536488-principles	2020	06-2020	06-2020	16	34.0		4.11	Principles: Life and Work	Principles	Life and Work	2017	Contemporary (21st)	3393	56805	24644	18924	9459	2676	1102	Male	1	Male	0.3899999999999997	0.3899999999999997	False	1.9399700730569494	43.38350497315377	(4.0, 4.25]
The Crimson Campaign	2020-06-14	2020-06-19	Brian McClellan	Fantasy	Fiction	Physical	596.0		4.0	False	False	False	https://www.goodreads.com/book/show/17608111-the-crimson-campaign	2020	06-2020	06-2020	6	99.33333333333333		4.36	The Crimson Campaign	The Crimson Campaign	The Crimson Campaign	2014	Contemporary (21st)	1808	37099	18093	14917	3484	471	134	Male	1	Male	-0.3600000000000003	0.3600000000000003	False	0.36119571956117413	48.76950861209197	(4.25, 4.5]
Cosmos	2020-06-21	2020-07-07	Carl Sagan	Science	Non-Fiction	Audible		14.5	3.0	False	False	False	https://www.goodreads.com/book/show/55030.Cosmos	2020	06-2020	07-2020	17		0.8529411764705882	4.39	Cosmos	Cosmos	Cosmos	1980	Contemporary (20th)	4391	144928	85951	38546	14232	3512	2687	Male	1	Male	-1.3899999999999997	1.3899999999999997	False	1.8540240671229853	59.30600022079929	(4.25, 4.5]
The Autumn Republic	2020-06-21	2020-07-03	Brian McClellan	Fantasy	Fiction	Physical	576.0		3.5	False	False	False	https://www.goodreads.com/book/show/20883847-the-autumn-republic	2020	06-2020	07-2020	13	44.30769230769231		4.36	The Autumn Republic	The Autumn Republic	The Autumn Republic	2015	Contemporary (21st)	1675	31257	15571	12108	3073	404	101	Male	1	Male	-0.8600000000000003	0.8600000000000003	False	0.3231276194132514	49.81604120676968	(4.25, 4.5]
Portugal: Conquerers..	2020-07-04	2020-07-09	Roger Crowley	History	Non-Fiction	Kindle	309.0		5.0	False	False	False	https://www.goodreads.com/book/show/31681718-conquerors	2020	07-2020	07-2020	6	51.5		4.26	Conquerors: How Portugal Forged the First Global Empire	Conquerors	How Portugal Forged the First Global Empire	2015	Contemporary (21st)	392	3489	1496	1489	442	51	11	Male	1	Male	0.7400000000000002	0.7400000000000002	False	0.31527658354829463	42.87761536256807	(4.25, 4.5]
The 5 Love Languages	2020-07-09	2020-07-13	Gary Chapman	Self-Improvement	Non-Fiction	Kindle	209.0		4.5	False	False	False	https://www.goodreads.com/book/show/23878688-the-5-love-languages	2020	07-2020	07-2020	5	41.8		4.27	The 5 Love Languages: The Secret to Love that Lasts	The 5 Love Languages	The Secret to Love that Lasts	1990	Contemporary (20th)	16996	422210	216072	130166	56688	13140	6144	Male	1	Male	0.23000000000000043	0.23000000000000043	False	1.4552000189479168	51.176428791359754	(4.25, 4.5]
Shoe Dog	2020-07-10	2020-07-15	Phil Knight	Business	Non-Fiction	Physical	383.0		4.5	False	False	False	https://www.goodreads.com/book/show/27220736-shoe-dog	2020	07-2020	07-2020	6	63.833333333333336		4.47	Shoe Dog: A Memoir by the Creator of Nike	Shoe Dog	A Memoir by the Creator of Nike	2016	Contemporary (21st)	17628	289197	178369	80201	22512	4953	3162	Male	1	Male	0.03000000000000025	0.03000000000000025	False	1.0933723378873226	61.67733413555465	(4.25, 4.5]
Helter Skelter	2020-07-11	2020-07-27	Vincent Bugliosi, Curt Gentry	True Crime	Non-Fiction	Audible		26.0	4.0	False	False	False	https://www.goodreads.com/book/show/105992.Helter_Skelter	2020	07-2020	07-2020	17		1.5294117647058822	4.06	Helter Skelter: The True Story of the Manson Murders	Helter Skelter	The True Story of the Manson Murders	1974	Contemporary (20th)	5152	144973	54371	54220	28828	5584	1970	Male, Male	2	Male	-0.05999999999999961	0.05999999999999961	False	1.358873721313624	37.504224924641136	(4.0, 4.25]
When Breath Becomes Air	2020-07-16	2020-07-17	Paul Kalanithi	Biography	Non-Fiction	Physical	235.0		4.0	False	False	False	https://www.goodreads.com/book/show/29779231-when-breath-becomes-air	2020	07-2020	07-2020	2	117.5		4.4	When Breath Becomes Air	When Breath Becomes Air	When Breath Becomes Air	2016	Contemporary (21st)	49511	651085	372952	192652	64653	13763	7065	Male	1	Male	-0.40000000000000036	0.40000000000000036	False	1.0851117749602588	57.2816145357365	(4.25, 4.5]
The Picture of Dorian Gray	2020-07-18	2020-07-21	Oscar Wilde	Classics	Fiction	Physical	211.0		5.0	True	False	False	https://www.goodreads.com/book/show/489732.The_Picture_of_Dorian_Gray	2020	07-2020	07-2020	4	52.75		4.12	The Picture of Dorian Gray	The Picture of Dorian Gray	The Picture of Dorian Gray	1890	Late Modern	66946	1498393	618950	544171	256476	59170	19626	Male	1	Male	0.8799999999999999	0.8799999999999999	False	1.3098032358666918	41.307587528772494	(4.0, 4.25]
The Happiness Trap	2020-07-21	2020-08-08	Russ Harris	Self-Improvement	Non-Fiction	Physical	272.0		3.5	False	False	False	https://www.goodreads.com/book/show/18926952-the-happiness-trap	2020	07-2020	08-2020	19	14.31578947368421		4.11	The Happiness Trap: Stop Struggling, Start Living	The Happiness Trap	Stop Struggling, Start Living	2007	Contemporary (21st)	1021	13574	5705	4838	2174	588	269	Male	1	Male	-0.6100000000000003	0.6100000000000003	False	1.981729777515839	42.028878738765286	(4.0, 4.25]
Animal Liberation	2020-07-21	2020-08-02	Peter Singer	Philosophy	Non-Fiction	Physical	248.0		3.5	False	False	False	https://www.goodreads.com/book/show/4896787-animal-liberation	2020	07-2020	08-2020	13	19.076923076923077		4.3	Animal Liberation	Animal Liberation	Animal Liberation	1975	Contemporary (20th)	887	10304	5280	3363	1264	262	135	Male	1	Male	-0.7999999999999998	0.7999999999999998	False	1.3101708074534162	51.24223602484472	(4.25, 4.5]
Abaddons Gate	2020-08-04	2020-08-15	James S. A. Corey	Science Fiction	Fiction	Physical	539.0		4.0	False	False	False	https://www.goodreads.com/book/show/16131032-abaddon-s-gate	2020	08-2020	08-2020	12	44.916666666666664		4.27	Abaddon's Gate	Abaddon's Gate	Abaddon's Gate	2013	Contemporary (21st)	6735	127390	55331	53868	15892	1898	401	Male	1	Male	-0.2699999999999996	0.2699999999999996	False	0.31478138001412986	43.43433550514169	(4.25, 4.5]
Leonardo da Vinci	2020-08-05	2020-08-18	Walter Isaacson	Biography	Non-Fiction	Audible		17.0	4.0	False	False	False	https://www.goodreads.com/book/show/34684622-leonardo-da-vinci	2020	08-2020	08-2020	14		1.2142857142857142	4.2	Leonardo da Vinci	Leonardo da Vinci	Leonardo da Vinci	2017	Contemporary (21st)	5746	104423	50984	32766	13834	3840	2999	Male	1	Male	-0.20000000000000018	0.20000000000000018	False	2.8719726497036095	48.824492688392404	(4.0, 4.25]
12 Rules for Life	2020-08-16	2020-08-25	Jordan B. Peterson	Self-Improvement	Non-Fiction	Physical	403.0		4.0	False	False	False	https://www.goodreads.com/book/show/30257963-12-rules-for-life	2020	08-2020	08-2020	10	40.3		3.93	12 Rules for Life: An Antidote to Chaos	12 Rules for Life	An Antidote to Chaos	2018	Contemporary (21st)	16084	215948	88512	62692	37050	15948	11746	Male	1	Male	0.06999999999999984	0.06999999999999984	False	5.439272417433827	40.987645173838146	(3.75, 4.0]
Storm Front	2020-08-26	2020-08-31	Jim Butcher	Fantasy	Fiction	Physical	307.0		3.0	False	False	False	https://www.goodreads.com/book/show/11348132-storm-front	2020	08-2020	08-2020	6	51.166666666666664		3.98	Storm Front	Storm Front	Storm Front	2000	Contemporary (21st)	20212	348544	120746	128906	75720	16828	6344	Male	1	Male	-0.98	0.98	False	1.8201432243848694	34.642971905986045	(3.75, 4.0]
Hitler	2020-08-28	2020-10-02	Ian Kershaw	Biography	Non-Fiction	Audible		44.0	3.5	False	False	False	https://www.goodreads.com/book/show/7390651-hitler	2020	08-2020	10-2020	36		1.2222222222222223	4.35	Hitler	Hitler	Hitler	2008	Contemporary (21st)	424	5577	2910	1931	556	112	68	Male	1	Male	-0.8499999999999996	0.8499999999999996	False	1.2192935269858345	52.178590640129094	(4.25, 4.5]
Boom Town	2020-09-01	2020-09-09	Sam Anderson	Miscellaneous	Non-Fiction	Physical	427.0		4.0	False	False	False	https://www.goodreads.com/book/show/22318476-boom-town	2020	09-2020	09-2020	9	47.44444444444444		4.38	Boom Town: The Fantastical Saga of Oklahoma City, Its Chaotic Founding, Its Apocalyptic Weather, Its Purloined Basketball Team, and the Dream of Becoming a World-class Metropolis	Boom Town	The Fantastical Saga of Oklahoma City, Its Chaotic Founding, Its Apocalyptic Weather, Its Purloined Basketball Team, and the Dream of Becoming a World-class Metropolis	2018	Contemporary (21st)	1182	8572	4480	3090	837	124	41	Male	1	Male	-0.3799999999999999	0.3799999999999999	False	0.4783014465702286	52.26318245450303	(4.25, 4.5]
A Burning	2020-09-10	2020-09-14	Meghan Majumdar	Novel	Fiction	Physical	289.0		3.0	False	True	False	https://www.goodreads.com/book/show/46250106-a-burning	2020	09-2020	09-2020	5	57.8		3.73	A Burning	A Burning	A Burning	2020	Contemporary (21st)	5931	48963	9263	21548	14468	3023	661	Female	1	Female	-0.73	0.73	True	1.3499989788207423	18.918366930130915	(3.5, 3.75]
Zonal Marking	2020-09-14	2020-09-23	Michael Cox	Miscellaneous	Non-Fiction	Physical	419.0		4.0	False	False	False	https://www.goodreads.com/book/show/43184201-zonal-marking	2020	09-2020	09-2020	10	41.9		4.38	Zonal Marking: The Making of Modern European Football	Zonal Marking	The Making of Modern European Football	2019	Contemporary (21st)	188	2887	1448	1129	275	30	5	Male	1	Male	-0.3799999999999999	0.3799999999999999	True	0.17319016279875304	50.155871146518884	(4.25, 4.5]
Lolita	2020-09-23	2020-09-30	Vladimir Nabokov	Classics	Fiction	Physical	352.0		4.5	False	False	False	https://www.goodreads.com/book/show/6048235-lolita	2020	09-2020	09-2020	8	44.0		3.88	Lolita	Lolita	Lolita	1955	Contemporary (20th)	38788	838365	292668	276342	176380	60116	32859	Male	1	Male	0.6200000000000001	0.6200000000000001	False	3.919414574797373	34.90937718058363	(3.75, 4.0]
Fool Moon	2020-09-30	2020-10-10	Jim Butcher	Fantasy	Fiction	Physical	340.0		3.0	False	False	False	https://www.goodreads.com/book/show/91477.Fool_Moon	2020	09-2020	10-2020	11	30.90909090909091		3.99	Fool Moon	Fool Moon	Fool Moon	2001	Contemporary (21st)	9126	193280	62677	76368	44652	7969	1614	Male	1	Male	-0.9900000000000002	0.9900000000000002	False	0.8350579470198676	32.428083609271525	(3.75, 4.0]
Where the Crawdads Sing	2020-10-11	2020-10-15	Delia Owens	Novel	Fiction	Kindle	326.0		4.0	False	True	False	https://www.goodreads.com/book/show/36809135-where-the-crawdads-sing	2020	10-2020	10-2020	5	65.2		4.39	Where the Crawdads Sing	Where the Crawdads Sing	Where the Crawdads Sing	2018	Contemporary (21st)	199623	2897345	1672009	825822	291238	77322	30954	Female	1	Female	-0.3899999999999997	0.3899999999999997	False	1.0683574099736137	57.708315716630224	(4.25, 4.5]
The Origin of Species	2020-10-16	2020-11-04	Charles Darwin	Science	Non-Fiction	Physical	370.0		3.0	False	False	False	https://www.goodreads.com/book/show/22463.The_Origin_of_Species	2020	10-2020	11-2020	20	18.5		4.01	The Origin of Species	The Origin of Species	The Origin of Species	1859	Late Modern	3096	113835	47031	34787	21819	6223	3975	Male	1	Male	-1.0099999999999998	1.0099999999999998	False	3.491896165502701	41.31506127289498	(4.0, 4.25]
Good Economics for Hard Times	2020-10-23	2020-11-12	Abhijit Banerjee, Esther Duflo	Politics	Non-Fiction	Audible		14.5	3.0	False	False	False	https://www.goodreads.com/book/show/48507288-good-economics-for-hard-times	2020	10-2020	11-2020	21		0.6904761904761905	4.23	Good Economics for Hard Times: Better Answers to Our Biggest Problems	Good Economics for Hard Times	Better Answers to Our Biggest Problems	2019	Contemporary (21st)	1303	12737	5486	5214	1633	319	85	Male, Female	2	Female	-1.2300000000000004	1.2300000000000004	True	0.6673470990029049	43.07136688388161	(4.0, 4.25]
Endurance	2020-11-05	2020-11-10	Alfred Lansing	History	Non-Fiction	Physical	281.0		5.0	False	False	False	https://www.goodreads.com/book/show/139069.Endurance	2020	11-2020	11-2020	6	46.833333333333336		4.43	Endurance: Shackleton's Incredible Voyage	Endurance	Shackleton's Incredible Voyage	1959	Contemporary (20th)	9700	128289	75164	38235	11468	2207	1215	Male	1	Male	0.5700000000000003	0.5700000000000003	False	0.947080419989243	58.58959068977075	(4.25, 4.5]
The Road	2020-11-12	2020-11-16	Cormac McCarthy	Novel	Fiction	Physical	307.0		4.0	False	False	False	https://www.goodreads.com/book/show/6496926-the-road	2020	11-2020	11-2020	5	61.4		3.99	The Road	The Road	The Road	2006	Contemporary (21st)	58086	890118	341962	306899	157862	54537	28858	Male	1	Male	0.009999999999999787	0.009999999999999787	False	3.242042066332779	38.41760305936966	(3.75, 4.0]
Crime and Punishment	2020-11-17	2020-11-28	Fyodor Dostoevsky	Classics	Fiction	Physical	551.0		5.0	False	False	False	https://www.goodreads.com/book/show/5692.Crime_and_Punishment	2020	11-2020	11-2020	12	45.916666666666664		4.26	Crime and Punishment	Crime and Punishment	Crime and Punishment	1866	Late Modern	34843	883400	460248	261958	111200	33781	16213	Male	1	Male	0.7400000000000002	0.7400000000000002	False	1.8352954494000453	52.09961512338691	(4.25, 4.5]
Never Split the Difference	2020-11-21	2020-12-12	Chris Voss	Self-Improvement	Non-Fiction	Audible		8.0	3.0	False	False	False	https://www.goodreads.com/book/show/26156469-never-split-the-difference	2020	11-2020	12-2020	22		0.36363636363636365	4.36	Never Split the Difference: Negotiating As If Your Life Depended On It	Never Split the Difference	Negotiating As If Your Life Depended On It	2016	Contemporary (21st)	9360	151895	82066	48948	16332	3102	1447	Male	1	Male	-1.3600000000000003	1.3600000000000003	False	0.9526317521972414	54.02811152440831	(4.25, 4.5]
The Brothers Karamazov	2020-11-29	2020-12-31	Fyodor Dostoevsky	Classics	Fiction	Physical	985.0		4.0	False	False	False	https://www.goodreads.com/book/show/4935.The_Brothers_Karamazov	2020	11-2020	12-2020	33	29.848484848484848		4.37	The Brothers Karamazov	The Brothers Karamazov	The Brothers Karamazov	1880	Late Modern	18304	325924	187004	88867	36545	9428	4080	Male	1	Male	-0.3700000000000001	0.3700000000000001	False	1.2518255789693302	57.376566316073685	(4.25, 4.5]
Web Scalability for Startup Engineers	2020-11-30	2020-12-31	Artur Ejsmont	Technology	Non-Fiction	Physical	359.0		4.5	False	False	True	https://www.goodreads.com/book/show/23615147-web-scalability-for-startup-engineers	2020	11-2020	12-2020	32	11.21875		4.52	Web Scalability for Startup Engineers	Web Scalability for Startup Engineers	Web Scalability for Startup Engineers	2015	Contemporary (21st)	37	292	180	86	24	2	0	Male	1	Male	-0.019999999999999574	0.019999999999999574	False	0.0	61.64383561643836	(4.5, 4.75]
Believe Me	2020-12-12	2020-12-14	J. P. Delaney	Novel	Fiction	Kindle	336.0		2.5	False	True	False	https://www.goodreads.com/book/show/58656972-believe-me	2020	12-2020	12-2020	3	112.0		3.7	Believe Me	Believe Me	Believe Me	2018	Contemporary (21st)	3945	29501	6861	10940	8377	2593	730	Male	1	Male	-1.2000000000000002	1.2000000000000002	False	2.4744923900884714	23.256838751228774	(3.5, 3.75]
The Templars	2021-01-02	2021-01-18	Dan Jones	History	Non-Fiction	Audible		15.5	4.0	False	False	False	https://www.goodreads.com/book/show/34312336-the-templars	2021	01-2021	01-2021	17		0.9117647058823529	3.9	The Templars: The Rise and Spectacular Fall of God's Holy Warriors	The Templars	The Rise and Spectacular Fall of God's Holy Warriors	2017	Contemporary (21st)	943	9338	2300	4359	2224	362	93	Male	1	Male	0.10000000000000009	0.10000000000000009	False	0.9959306061255088	24.63054187192118	(3.75, 4.0]
River Out of Eden	2021-01-03	2021-01-07	Richard Dawkins	Science	Non-Fiction	Physical	187.0		4.0	False	False	False	https://www.goodreads.com/book/show/32275.River_Out_of_Eden	2021	01-2021	01-2021	5	37.4		3.98	River Out of Eden: A Darwinian View of Life	River Out of Eden	A Darwinian View of Life	1995	Contemporary (20th)	406	8331	2801	3215	1836	343	136	Male	1	Male	0.020000000000000018	0.020000000000000018	False	1.6324570879846356	33.62141399591886	(3.75, 4.0]
Modern Man in Search of a Soul	2021-01-07	2021-01-14	Carl Jung	Philosophy	Non-Fiction	Physical	282.0		3.0	False	False	False	https://www.goodreads.com/book/show/646175.Modern_Man_in_Search_of_a_Soul	2021	01-2021	01-2021	8	35.25		4.2	Modern Man in Search of a Soul	Modern Man in Search of a Soul	Modern Man in Search of a Soul	1931	Late Modern	620	11944	5435	4129	1843	385	152	Male	1	Male	-1.2000000000000002	1.2000000000000002	False	1.2726054922973877	45.504018754186205	(4.0, 4.25]
Dark Matter	2021-01-14	2021-01-16	Blake Crouch	Science Fiction	Fiction	Physical	398.0		4.5	False	False	False	https://www.goodreads.com/book/show/27833670-dark-matter	2021	01-2021	01-2021	3	132.66666666666666		4.13	Dark Matter	Dark Matter	Dark Matter	2016	Contemporary (21st)	55770	475152	188091	188590	77280	16593	4598	Male	1	Male	0.3700000000000001	0.3700000000000001	False	0.9676903390914907	39.585437923022525	(4.0, 4.25]
