Title GSheet	Start Date	End Date	Author(s)	Display Genre	Type	Format	Pages	Hours	My Rating	Re-Read?	Book Club?	Technical?	Goodreads	Year Read	Start Month	End Month	Num Days Reading	Pages Per Day	Hours Per Day	Goodreads Rating	Full Title	Title	Subtitle	Year Published	Period Published	Num Reviews	Num Ratings	Num Five Stars	Num Four Stars	Num Three Stars	Num Two Stars	Num One Stars	Gender(s)	Num Authors	Author Gender	Rating Delta	Rating Delta Absolute	Read On Release?	1-Star Rating Percentage	5-Star Rating Percentage	Goodreads Rating Binned
The Denial of Death	2021-01-17	2021-01-27	Ernest Becker	Philosophy	Non-Fiction	Physical	295.0		4.0	False	False	False	https://www.goodreads.com/book/show/2761.The_Denial_of_Death	2021	01-2021	01-2021	11	26.818181818181817		4.1	The Denial of Death	The Denial of Death	The Denial of Death	1973	Contemporary (20th)	1367	12834	5907	3789	1973	795	370	Male	1	Male	-0.09999999999999964	0.09999999999999964	False	2.882967118591242	46.02618045815802	(4.0, 4.25]
Steve Jobs	2021-01-23	2021-02-18	Walter Isaacson	Biography	Non-Fiction	Audible		25.0	4.0	False	False	False	https://www.goodreads.com/book/show/11084145-steve-jobs	2021	01-2021	02-2021	27		0.9259259259259259	4.16	Steve Jobs	Steve Jobs	Steve Jobs	2011	Contemporary (21st)	21438	1235770	591599	388906	162702	45479	47084	Male	1	Male	-0.16000000000000014	0.16000000000000014	False	3.8100941113637656	47.87290515225325	(4.0, 4.25]
Man's Search for Meaning	2021-01-28	2021-01-31	Viktor E. Frankl	Philosophy	Non-Fiction	Physical	154.0		3.5	False	False	False	https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning	2021	01-2021	01-2021	4	38.5		4.37	Man’s Search for Meaning	Man’s Search for Meaning	Man’s Search for Meaning	1959	Contemporary (20th)	38189	693931	387230	208092	75682	15332	7595	Male	1	Male	-0.8700000000000001	0.8700000000000001	False	1.0944892215508457	55.802378046232256	(4.25, 4.5]
Gödel, Escher, Bach: an Eternal Golden Braid	2021-02-01	2021-03-11	Douglas R. Hofstadter	Science	Non-Fiction	Physical	742.0		4.0	False	False	False	https://www.goodreads.com/book/show/24113.G_del_Escher_Bach	2021	02-2021	03-2021	39	19.025641025641026		4.29	Gödel, Escher, Bach: An Eternal Golden Braid	Gödel, Escher, Bach	An Eternal Golden Braid	1979	Contemporary (20th)	2233	49108	27146	13272	5677	1891	1122	Male	1	Male	-0.29000000000000004	0.29000000000000004	False	2.284760120550623	55.27816241752871	(4.25, 4.5]
Recursion	2021-02-12	2021-02-18	Blake Crouch	Science Fiction	Fiction	Kindle	336.0		3.0	False	False	False	https://www.goodreads.com/book/show/42046112-recursion	2021	02-2021	02-2021	7	48.0		4.16	Recursion	Recursion	Recursion	2019	Contemporary (21st)	27628	226200	90860	92135	34515	6877	1813	Male	1	Male	-1.1600000000000001	1.1600000000000001	False	0.8015030946065429	40.167992926613614	(4.0, 4.25]
The Road to Wigan Pier	2021-02-19	2021-02-26	George Orwell	Classics	Fiction	Physical	234.0		4.0	False	False	False	https://www.goodreads.com/book/show/30553.The_Road_to_Wigan_Pier	2021	02-2021	02-2021	8	29.25		3.92	The Road to Wigan Pier	The Road to Wigan Pier	The Road to Wigan Pier	1936	Late Modern	1873	23783	6587	10236	5684	1042	234	Male	1	Male	0.08000000000000007	0.08000000000000007	False	0.9838960602110751	27.696253626539963	(3.75, 4.0]
The Daily Stoic	2021-03-01	2021-12-31	Ryan Holiday	Philosophy	Non-Fiction	Physical	366.0		4.0	False	False	False	https://www.goodreads.com/book/show/29093292-the-daily-stoic	2021	03-2021	12-2021	306	1.196078431372549		4.36	The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living	The Daily Stoic	366 Meditations on Wisdom, Perseverance, and the Art of Living	2016	Contemporary (21st)	2194	37186	21336	10399	3778	1028	645	Male	1	Male	-0.3600000000000003	0.3600000000000003	False	1.7345237454956166	57.37643199053407	(4.25, 4.5]
Heroes	2021-03-01	2021-03-18	Stephen Fry	Fantasy	Fiction	Audible		15.0	4.0	False	False	False	https://www.goodreads.com/book/show/41433634-heroes	2021	03-2021	03-2021	18		0.8333333333333334	4.32	Heroes: Mortals and Monsters, Quests and Adventures	Heroes	Mortals and Monsters, Quests and Adventures	2018	Contemporary (21st)	3560	43963	19950	18547	4935	448	83	Male	1	Male	-0.3200000000000003	0.3200000000000003	False	0.1887951231717581	45.379068762368355	(4.25, 4.5]
The Magic of thinking Big	2021-03-11	2021-03-17	David J. Schwartz	Self-Improvement	Non-Fiction	Physical	355.0		4.5	False	False	False	https://www.goodreads.com/book/show/759945.The_Magic_of_Thinking_Big	2021	03-2021	03-2021	7	50.714285714285715		4.25	The Magic of Thinking Big	The Magic of Thinking Big	The Magic of Thinking Big	1959	Contemporary (20th)	3322	91470	46912	26996	12928	3168	1466	Male	1	Male	0.25	0.25	False	1.602711271455122	51.2867606865639	(4.0, 4.25]
21 Lessons for the 21st Century	2021-03-18	2021-03-31	Yuval Noah Harari	History	Non-Fiction	Physical	370.0		4.0	False	False	False	https://www.goodreads.com/book/show/38820046-21-lessons-for-the-21st-century	2021	03-2021	03-2021	14	26.428571428571427		4.17	21 Lessons for the 21st Century	21 Lessons for the 21st Century	21 Lessons for the 21st Century	2018	Contemporary (21st)	10956	154780	65802	58070	24032	5053	1823	Male	1	Male	-0.16999999999999993	0.16999999999999993	False	1.1778007494508334	42.51324460524615	(4.0, 4.25]
How to Avoid a Climate Disaster	2021-03-23	2021-04-07	Bill Gates	Science	Non-Fiction	Audible		7.0	3.5	False	False	False	https://www.goodreads.com/book/show/52275335-how-to-avoid-a-climate-disaster	2021	03-2021	04-2021	16		0.4375	4.14	How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need	How to Avoid a Climate Disaster	The Solutions We Have and the Breakthroughs We Need	2021	Contemporary (21st)	4697	45541	17574	19165	6988	1120	694	Male	1	Male	-0.6399999999999997	0.6399999999999997	True	1.523901539272304	38.58940295557849	(4.0, 4.25]
The Bitcoin Standard	2021-03-31	2021-04-04	Saifedean Ammous	Technology	Non-Fiction	Physical	305.0		4.5	False	False	False	https://www.goodreads.com/book/show/36448501-the-bitcoin-standard	2021	03-2021	04-2021	5	61.0		4.16	The Bitcoin Standard: The Decentralized Alternative to Central Banking	The Bitcoin Standard	The Decentralized Alternative to Central Banking	2018	Contemporary (21st)	1099	10161	4473	3535	1617	388	148	Male	1	Male	0.33999999999999986	0.33999999999999986	False	1.4565495522094283	44.02125775022144	(4.0, 4.25]
The Book Thief	2021-04-05	2021-04-10	Markus Zusak	Novel	Fiction	Kindle	584.0		4.0	False	False	False	https://www.goodreads.com/book/show/893136.The_Book_Thief	2021	04-2021	04-2021	6	97.33333333333333		4.39	The Book Thief	The Book Thief	The Book Thief	2005	Contemporary (21st)	142678	2514440	1461497	707645	248206	63971	33121	Male	1	Male	-0.3899999999999997	0.3899999999999997	False	1.3172316698748032	58.12415488140501	(4.25, 4.5]
Zero to One	2021-04-10	2021-04-12	Blake Masters, Peter Thiel	Business	Non-Fiction	Physical	195.0		5.0	False	False	False	https://www.goodreads.com/book/show/18050143-zero-to-one	2021	04-2021	04-2021	3	65.0		4.16	Zero to One: Notes on Startups, or How to Build the Future	Zero to One	Notes on Startups, or How to Build the Future	2014	Contemporary (21st)	8796	349474	169013	105879	49427	13213	11942	Male, Male	2	Male	0.8399999999999999	0.8399999999999999	False	3.4171354664438556	48.3621099137561	(4.0, 4.25]
The Double Helix	2021-04-12	2021-04-13	James Watson	Science	Non-Fiction	Physical	174.0		4.0	False	False	False	https://www.goodreads.com/book/show/8714776-the-double-helix	2021	04-2021	04-2021	2	87.0		3.85	The Double Helix: The Discovery Of The Structure Of DNA	The Double Helix	The Discovery Of The Structure Of DNA	1968	Contemporary (20th)	1107	18822	5652	6828	4657	1199	486	Male	1	Male	0.1499999999999999	0.1499999999999999	False	2.5820847943895444	30.028689831048773	(3.75, 4.0]
Hands on Machine Learning	2021-04-13	2021-08-15	Aurelien Geron	Technology	Non-Fiction	Physical	547.0		4.5	False	False	True	https://www.goodreads.com/book/show/40363665-hands-on-machine-learning-with-scikit-learn-keras-and-tensorflow	2021	04-2021	08-2021	125	4.376		4.55	Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems	Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow	Concepts, Tools, and Techniques to Build Intelligent Systems	2017	Contemporary (21st)	181	2416	1603	613	156	25	19	Male	1	Male	-0.04999999999999982	0.04999999999999982	False	0.7864238410596027	66.34933774834437	(4.5, 4.75]
The Gulag Archipeligo (abridged)	2021-04-14	2021-05-03	Aleksandr Solzhenitsyn	History	Non-Fiction	Physical	470.0		4.5	False	False	False	https://www.goodreads.com/book/show/682803.The_Gulag_Archipelago_1918_1956	2021	04-2021	05-2021	20	23.5		4.32	The Gulag Archipelago, 1918-1956	The Gulag Archipelago, 1918-1956	The Gulag Archipelago, 1918-1956	1973	Contemporary (20th)	2220	29952	15760	9501	3585	785	321	Male	1	Male	0.17999999999999972	0.17999999999999972	False	1.0717147435897436	52.61752136752137	(4.25, 4.5]
Six Easy Pieces	2021-05-03	2021-05-07	Richard Feynman	Science	Non-Fiction	Physical	157.0		4.0	False	False	False	https://www.goodreads.com/book/show/5553.Six_Easy_Pieces	2021	05-2021	05-2021	5	31.4		4.21	Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher	Six Easy Pieces	Essentials of Physics By Its Most Brilliant Teacher	1994	Contemporary (20th)	1092	27499	12619	9538	4161	856	325	Male	1	Male	-0.20999999999999996	0.20999999999999996	False	1.181861158587585	45.888941416051495	(4.0, 4.25]
Can't Hurt Me	2021-05-03	2021-05-18	David Goggins	Self-Improvement	Non-Fiction	Audible		13.5	4.5	False	False	False	https://www.goodreads.com/book/show/41721428-can-t-hurt-me	2021	05-2021	05-2021	16		0.84375	4.35	Can't Hurt Me: Master Your Mind and Defy the Odds	Can't Hurt Me	Master Your Mind and Defy the Odds	2018	Contemporary (21st)	13146	218752	127328	56760	23602	6970	4092	Male	1	Male	0.15000000000000036	0.15000000000000036	False	1.8706114686951432	58.20655354008192	(4.25, 4.5]
The Prince	2021-05-08	2021-05-15	Niccolò Machiavelli	Politics	Non-Fiction	Physical	200.0		3.5	False	False	False	https://www.goodreads.com/book/show/480329.The_Prince	2021	05-2021	05-2021	8	25.0		3.84	The Prince	The Prince	The Prince	1513	Early Modern	12477	332896	99557	116961	86116	22908	7354	Male	1	Male	-0.33999999999999986	0.33999999999999986	False	2.209098337018168	29.90633711429395	(3.75, 4.0]
The History of Philosophy	2021-05-17	2021-06-21	A.C. Grayling	History	Non-Fiction	Physical	605.0		4.0	False	False	False	https://www.goodreads.com/book/show/49095676-the-history-of-philosophy	2021	05-2021	06-2021	36	16.805555555555557		4.07	The History of Philosophy	The History of Philosophy	The History of Philosophy	2019	Contemporary (21st)	153	1213	422	527	202	49	13	Male	1	Male	-0.07000000000000028	0.07000000000000028	False	1.0717230008244023	34.789777411376754	(4.0, 4.25]
The Hollow Crown	2021-05-21	2021-06-14	Dan Jones	History	Non-Fiction	Audible		13.5	4.0	False	False	False	https://www.goodreads.com/book/show/21062298-the-hollow-crown	2021	05-2021	06-2021	25		0.54	4.26	The Hollow Crown	The Hollow Crown	The Hollow Crown	2014	Contemporary (21st)	1101	10997	4564	4975	1297	127	34	Male	1	Male	-0.2599999999999998	0.2599999999999998	False	0.3091752296080749	41.502227880331	(4.25, 4.5]
The Black Swan	2021-06-21	2021-06-27	Nassim Nicholas Taleb	Science	Non-Fiction	Physical	350.0		4.5	False	False	False	https://www.goodreads.com/book/show/2962025-the-black-swan	2021	06-2021	06-2021	7	50.0		3.96	The Black Swan: The Impact of the Highly Improbable	The Black Swan	The Impact of the Highly Improbable	2007	Contemporary (21st)	6888	110810	39477	39733	21917	6691	2992	Male	1	Male	0.54	0.54	False	2.700117317931595	35.62584604277592	(3.75, 4.0]
Essentialism	2021-06-21	2021-07-12	Greg McKeown	Self-Improvement	Non-Fiction	Audible		6.0	3.5	False	False	False	https://www.goodreads.com/book/show/18077875-essentialism	2021	06-2021	07-2021	22		0.2727272727272727	4.06	Essentialism: The Disciplined Pursuit of Less	Essentialism	The Disciplined Pursuit of Less	2011	Contemporary (21st)	9385	107492	41968	38444	19957	5481	1642	Male	1	Male	-0.5599999999999996	0.5599999999999996	False	1.5275555390168571	39.04290551855022	(4.0, 4.25]
The Shadow of the Gods	2021-06-28	2021-07-03	John Gwynne	Fantasy	Fiction	Physical	478.0		4.0	False	False	False	https://www.goodreads.com/book/show/52694527-the-shadow-of-the-gods	2021	06-2021	07-2021	6	79.66666666666667		4.25	The Shadow of the Gods	The Shadow of the Gods	The Shadow of the Gods	2021	Contemporary (21st)	5407	37218	17351	13650	4704	1149	364	Male	1	Male	-0.25	0.25	True	0.9780213875006718	46.61991509484658	(4.0, 4.25]
The World for Sale	2021-07-04	2021-07-10	Javier Blas, Jack Farchy	Business	Non-Fiction	Physical	330.0		4.5	False	False	False	https://www.goodreads.com/book/show/52199304-the-world-for-sale	2021	07-2021	07-2021	7	47.142857142857146		4.35	The World for Sale: Money, Power and the Traders Who Barter the Earth’s Resources	The World for Sale	Money, Power and the Traders Who Barter the Earth’s Resources	2021	Contemporary (21st)	557	6963	3484	2576	783	108	12	Male, Male	2	Male	0.15000000000000036	0.15000000000000036	True	0.17233950883239982	50.03590406434009	(4.25, 4.5]
Neuromancer	2021-07-11	2021-07-18	William Gibson	Science Fiction	Fiction	Physical	290.0		2.5	False	False	False	https://www.goodreads.com/book/show/6088007-neuromancer	2021	07-2021	07-2021	8	36.25		3.9	Neuromancer	Neuromancer	Neuromancer	1984	Contemporary (20th)	13690	322490	116618	104661	64878	23810	12523	Male	1	Male	-1.4	1.4	False	3.8832211851530283	36.16174144934727	(3.75, 4.0]
A Spy Among Friends	2021-07-12	2021-07-22	Ben Macintyre	History	Non-Fiction	Audible		12.5	4.5	False	False	False	https://www.goodreads.com/book/show/25309984-a-spy-among-friends	2021	07-2021	07-2021	11		1.1363636363636365	4.17	A Spy Among Friends: Kim Philby and the Great Betrayal	A Spy Among Friends	Kim Philby and the Great Betrayal	2014	Contemporary (21st)	2179	24555	9902	10383	3214	662	394	Male	1	Male	0.33000000000000007	0.33000000000000007	False	1.6045611891671758	40.32579922622684	(4.0, 4.25]
Letters from a Stoic	2021-07-18	2021-08-29	Seneca	Philosophy	Non-Fiction	Physical	231.0		4.0	False	False	False	https://www.goodreads.com/book/show/97411.Letters_from_a_Stoic	2021	07-2021	08-2021	43	5.372093023255814		4.35	Letters from a Stoic	Letters from a Stoic	Letters from a Stoic	65	Antiquity	2025	39814	21328	12555	4710	918	303	Male	1	Male	-0.34999999999999964	0.34999999999999964	False	0.7610388305621139	53.569096297784704	(4.25, 4.5]
The Tartar Steppe	2021-07-18	2021-08-03	Dino Buzzati	Novel	Fiction	Physical	414.0		4.0	False	False	False	https://www.goodreads.com/book/show/42304903-the-tartar-steppe	2021	07-2021	08-2021	17	24.352941176470587		4.2	The Tartar Steppe	The Tartar Steppe	The Tartar Steppe	1940	Late Modern	2693	30113	13679	10663	4323	1059	389	Male	1	Male	-0.20000000000000018	0.20000000000000018	False	1.2918008833394214	45.42556371002557	(4.0, 4.25]
Don't Sleep, there are Snakes	2021-08-03	2021-08-11	Daniel Everett	Science	Non-Fiction	Physical	279.0		4.0	False	False	False	https://www.goodreads.com/book/show/6707520-don-t-sleep-there-are-snakes	2021	08-2021	08-2021	9	31.0		3.96	Dont Sleep There Are Snakes	Dont Sleep There Are Snakes	Dont Sleep There Are Snakes	2008	Contemporary (21st)	687	5146	1582	2092	1178	247	47	Male	1	Male	0.040000000000000036	0.040000000000000036	False	0.9133307423241352	30.74232413525068	(3.75, 4.0]
Dear Reader: The Unauthorized Autobiography of Kim Jong Il	2021-08-11	2021-08-18	Michael Malice	Biography	Non-Fiction	Physical	415.0		3.5	False	False	False	https://www.goodreads.com/book/show/20652901-dear-reader	2021	08-2021	08-2021	8	51.875		4.21	Dear Reader: The Unauthorized Autobiography of Kim Jong Il	Dear Reader	The Unauthorized Autobiography of Kim Jong Il	2014	Contemporary (21st)	136	1401	654	480	199	46	22	Male	1	Male	-0.71	0.71	False	1.5703069236259815	46.680942184154176	(4.0, 4.25]
Stalin: The Court of the Red Tsar	2021-08-14	2021-09-05	Simon Sebag Montefiore	Biography	Non-Fiction	Audible		27.5	4.5	False	False	False	https://www.goodreads.com/book/show/43843798-stalin	2021	08-2021	09-2021	23		1.1956521739130435	4.12	Stalin: The Court of the Red Tsar	Stalin	The Court of the Red Tsar	2003	Contemporary (21st)	713	11623	4945	4243	1648	480	307	Male	1	Male	0.3799999999999999	0.3799999999999999	False	2.6413146347758754	42.544953970575584	(4.0, 4.25]
97 Things Every Data Engineer Should Know	2021-08-16	2021-09-04	Tobias Macey	Technology	Non-Fiction	Physical	208.0		2.5	False	False	True	https://www.goodreads.com/book/show/56916802-97-things-every-data-engineer-should-know	2021	08-2021	09-2021	20	10.4		3.28	97 Things Every Data Engineer Should Know: Collective Wisdom from the Experts	97 Things Every Data Engineer Should Know	Collective Wisdom from the Experts	2021	Contemporary (21st)	11	50	7	13	18	11	1	Male	1	Male	-0.7799999999999998	0.7799999999999998	True	2.0	14.000000000000002	(3.25, 3.5]
Kaffir Boy	2021-08-19	2021-08-23	Mark Mathabane	Biography	Non-Fiction	Physical	350.0		4.5	False	False	False	https://www.goodreads.com/book/show/126151.Kaffir_Boy	2021	08-2021	08-2021	5	70.0		4.17	Kaffir Boy: An Autobiography	Kaffir Boy	An Autobiography	1986	Contemporary (20th)	846	15969	7049	5634	2509	523	254	Male	1	Male	0.33000000000000007	0.33000000000000007	False	1.5905817521447805	44.14177468845889	(4.0, 4.25]
Guns, Germs and Steel	2021-08-23	2021-09-02	Jared Diamond	History	Non-Fiction	Physical	564.0		5.0	False	False	False	https://www.goodreads.com/book/show/1842.Guns_Germs_and_Steel	2021	08-2021	09-2021	11	51.27272727272727		4.04	Guns, Germs, and Steel: The Fates of Human Societies	Guns, Germs, and Steel	The Fates of Human Societies	1997	Contemporary (20th)	14019	405358	164592	138680	69293	20167	12626	Male	1	Male	0.96	0.96	False	3.114777554655391	40.604107973692386	(4.0, 4.25]
Hamlet	2021-09-04	2021-09-07	William Shakespeare	Classics	Fiction	Physical	165.0		3.0	False	False	False	https://www.goodreads.com/book/show/57637732-hamlet-by-william-shakespeare	2021	09-2021	09-2021	4	41.25		4.02	Hamlet by William Shakespeare: Annotated	Hamlet by William Shakespeare	Annotated	1601	Early Modern	21373	937014	364155	316627	187918	50969	17345	Male	1	Male	-1.0199999999999996	1.0199999999999996	False	1.8510929399133842	38.86334675895984	(4.0, 4.25]
Sapiens	2021-09-04	2021-09-14	Yuval Noah Harari	History	Non-Fiction	Physical	466.0		5.0	True	False	False	https://www.goodreads.com/book/show/23692271-sapiens	2021	09-2021	09-2021	11	42.36363636363637		4.37	Sapiens: A Brief History of Humankind	Sapiens	A Brief History of Humankind	2011	Contemporary (21st)	52491	999630	565016	292493	100803	25722	15596	Male	1	Male	0.6299999999999999	0.6299999999999999	False	1.5601772655882675	56.52251332993208	(4.25, 4.5]
Why We Sleep	2021-09-09	2021-09-20	Matthew Walker	Science	Non-Fiction	Audible		13.5	3.5	False	False	False	https://www.goodreads.com/book/show/34466963-why-we-sleep	2021	09-2021	09-2021	12		1.125	4.38	Why We Sleep: Unlocking the Power of Sleep and Dreams	Why We Sleep	Unlocking the Power of Sleep and Dreams	2017	Contemporary (21st)	18277	180366	99084	57784	18168	3553	1777	Male	1	Male	-0.8799999999999999	0.8799999999999999	False	0.9852189437033587	54.934965570007655	(4.25, 4.5]
On the Shortness of Life	2021-09-10	2021-09-15	Seneca	Philosophy	Non-Fiction	Physical	31.0		4.0	False	False	False	https://www.goodreads.com/book/show/33607457-on-the-shortness-of-life	2021	09-2021	09-2021	6	5.166666666666667		4.18	On The Shortness Of Life	On The Shortness Of Life	On The Shortness Of Life	49	Antiquity	2756	34917	15177	12692	5591	1132	325	Male	1	Male	-0.17999999999999972	0.17999999999999972	False	0.9307787037832573	43.46593349944153	(4.0, 4.25]
Collapse: How Societies Choose to Fail or Survive	2021-09-14	2021-09-29	Jared Diamond	History	Non-Fiction	Physical	539.0		3.5	False	False	False	https://www.goodreads.com/book/show/50791976-collapse	2021	09-2021	09-2021	16	33.6875		3.93	Collapse: How Societies Choose to Fail or Survive	Collapse	How Societies Choose to Fail or Survive	2004	Contemporary (21st)	3734	71153	22294	28546	15124	3608	1581	Male	1	Male	-0.43000000000000016	0.43000000000000016	False	2.2219723694011497	31.33248071058142	(3.75, 4.0]
The Politics	2021-09-15	2021-10-10	Aristotle	Philosophy	Non-Fiction	Physical	476.0		3.0	False	False	False	https://www.goodreads.com/book/show/9570276-the-politics	2021	09-2021	10-2021	26	18.307692307692307		3.98	The Politics	The Politics	The Politics	-351	Antiquity	754	38679	14323	12850	8654	2129	723	Male	1	Male	-0.98	0.98	False	1.869231365857442	37.03042994906797	(3.75, 4.0]
Empire of Pain	2021-09-21	2021-09-30	Patrick Radden Keefe	True Crime	Non-Fiction	Audible		18.0	5.0	False	False	False	https://www.goodreads.com/book/show/57861006-empire-of-pain	2021	09-2021	09-2021	10		1.8	4.54	Empire of Pain: The Secret History of the Sackler Dynasty	Empire of Pain	The Secret History of the Sackler Dynasty	2021	Contemporary (21st)	11526	98164	62499	28587	5608	940	530	Male	1	Male	0.45999999999999996	0.45999999999999996	True	0.5399127989894462	63.667943441587546	(4.5, 4.75]
Alex's Adventures in Numberland	2021-09-29	2021-10-03	Alex Belos	Science	Non-Fiction	Physical	407.0		4.5	False	False	False	https://www.goodreads.com/book/show/53774916-alex-s-adventures-in-numberland	2021	09-2021	10-2021	5	81.4		4.11	Alex's Adventures in Numberland	Alex's Adventures in Numberland	Alex's Adventures in Numberland	2010	Contemporary (21st)	553	5301	1927	2266	926	143	39	Male	1	Male	0.3899999999999997	0.3899999999999997	False	0.7357102433503113	36.351631767591016	(4.0, 4.25]
Barking up the Wrong Tree	2021-10-04	2021-10-15	Eric Barker	Self-Improvement	Non-Fiction	Physical	266.0		4.0	False	False	False	https://www.goodreads.com/book/show/31706504-barking-up-the-wrong-tree	2021	10-2021	10-2021	12	22.166666666666668		4.11	Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong	Barking Up the Wrong Tree	The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong	2017	Contemporary (21st)	1442	15934	6476	5974	2508	675	301	Male	1	Male	-0.11000000000000032	0.11000000000000032	False	1.8890422994853773	40.64265093510732	(4.0, 4.25]
Utopia for Realists	2021-10-11	2021-10-21	Rutger Bregman	Politics	Non-Fiction	Audible		6.5	3.5	False	False	False	https://www.goodreads.com/book/show/40876575-utopia-for-realists	2021	10-2021	10-2021	11		0.5909090909090909	4.22	Utopia for Realists: How We Can Build the Ideal World	Utopia for Realists	How We Can Build the Ideal World	2014	Contemporary (21st)	3453	36355	15457	14810	5079	802	207	Male	1	Male	-0.7199999999999998	0.7199999999999998	False	0.5693852289918856	42.51684775134094	(4.0, 4.25]
A History of South Africa	2021-10-15	2021-10-30	Leonard Thompson	History	Non-Fiction	Physical	356.0		4.0	False	False	False	https://www.goodreads.com/book/show/234503.A_History_of_South_Africa	2021	10-2021	10-2021	16	22.25		3.85	A History of South Africa	A History of South Africa	A History of South Africa	1990	Contemporary (20th)	78	878	207	394	232	28	17	Male	1	Male	0.1499999999999999	0.1499999999999999	False	1.9362186788154898	23.57630979498861	(3.75, 4.0]
The Software Architect Elevator	2021-10-20	2021-12-29	Gregor Hohpe	Technology	Non-Fiction	Physical	351.0		4.5	False	False	True	https://www.goodreads.com/en/book/show/49828197-the-software-architect-elevator	2021	10-2021	12-2021	71	4.943661971830986		4.42	The Software Architect Elevator: Redefining the Architect's Role in the Digital Enterprise	The Software Architect Elevator	Redefining the Architect's Role in the Digital Enterprise	2020	Contemporary (21st)	55	437	243	146	40	6	2	Male	1	Male	0.08000000000000007	0.08000000000000007	True	0.4576659038901602	55.60640732265446	(4.25, 4.5]
The Hard Thing About Hard Things	2021-10-30	2021-11-12	Ben Horowitz	Business	Non-Fiction	Physical	278.0		3.5	False	False	False	https://www.goodreads.com/book/show/18176747-the-hard-thing-about-hard-things	2021	10-2021	11-2021	14	19.857142857142858		4.22	The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers	The Hard Thing About Hard Things	Building a Business When There Are No Easy Answers	2014	Contemporary (21st)	3947	92220	45176	29203	12737	3195	1909	Male	1	Male	-0.7199999999999998	0.7199999999999998	False	2.0700498807200174	48.98720451095207	(4.0, 4.25]
A Little Life	2021-11-13	2021-11-28	Hanya Yanagihara	Novel	Fiction	Physical	720.0		4.5	False	False	False	https://www.goodreads.com/book/show/29408433-a-little-life	2021	11-2021	11-2021	16	45.0		4.34	A Little Life	A Little Life	A Little Life	2015	Contemporary (21st)	91240	573293	344000	134837	55638	23482	15336	Female	1	Female	0.16000000000000014	0.16000000000000014	False	2.675071909128491	60.00422122719098	(4.25, 4.5]
The Dhando Investor	2021-11-13	2021-11-30	Mohnish Pabrai	Business	Non-Fiction	Audible		5.0	4.0	False	False	False	https://www.goodreads.com/book/show/500514.The_Dhandho_Investor	2021	11-2021	11-2021	18		0.2777777777777778	4.23	The Dhandho Investor: The Low-Risk Value Method to High Returns	The Dhandho Investor	The Low-Risk Value Method to High Returns	2007	Contemporary (21st)	539	8318	3826	2983	1174	258	77	Male	1	Male	-0.23000000000000043	0.23000000000000043	False	0.9257032940610723	45.99663380620341	(4.0, 4.25]
Infinite Jest	2021-11-29	2021-12-31	David Foster Wallace	Novel	Fiction	Physical	981.0		4.0	False	False	False	https://www.goodreads.com/book/show/6759.Infinite_Jest	2021	11-2021	12-2021	33	29.727272727272727		4.26	Infinite Jest	Infinite Jest	Infinite Jest	1996	Contemporary (20th)	11099	90913	52955	20442	9148	4595	3773	Male	1	Male	-0.2599999999999998	0.2599999999999998	False	4.150121544773574	58.24799533620054	(4.25, 4.5]
The Emperor of all Maladies	2021-12-10	2021-12-31	Siddhartha Mukherjee	Science	Non-Fiction	Audible		22.0	3.5	False	False	False	https://www.goodreads.com/book/show/7170627-the-emperor-of-all-maladies	2021	12-2021	12-2021	22		1.0	4.33	The Emperor of All Maladies: A Biography of Cancer	The Emperor of All Maladies	A Biography of Cancer	2010	Contemporary (21st)	8241	101395	53727	32699	11098	2475	1396	Male	1	Male	-0.8300000000000001	0.8300000000000001	False	1.3767937275013562	52.98781991222447	(4.25, 4.5]
The Myth of Sisyphus	2022-01-02	2022-01-20	Albert Camus	Philosophy	Non-Fiction	Physical	171.0		3.0	False	False	False	https://www.goodreads.com/book/show/19220144-the-myth-of-sisyphus	2022	01-2022	01-2022	19	9.0		4.18	The Myth of Sisyphus	The Myth of Sisyphus	The Myth of Sisyphus	1942	Late Modern	4060	56663	24696	20629	8770	1966	602	Male	1	Male	-1.1799999999999997	1.1799999999999997	False	1.0624216861091011	43.58399661154545	(4.0, 4.25]
Project Hail Mary	2022-01-03	2022-01-13	Andy Weir	Science Fiction	Fiction	Physical	496.0		4.0	False	False	False	https://www.goodreads.com/book/show/54493401-project-hail-mary	2022	01-2022	01-2022	11	45.09090909090909		4.51	Project Hail Mary	Project Hail Mary	Project Hail Mary	2021	Contemporary (21st)	65790	530142	334158	147032	38616	7805	2531	Male	1	Male	-0.5099999999999998	0.5099999999999998	True	0.4774192574819576	63.03179148228211	(4.5, 4.75]
